DuplicatedImage,OriginalImage
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padedge\healthy_squared_edge_511.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padedge\healthy_squared_edge_486.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padedge\healthy_squared_edge_512.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padedge\healthy_squared_edge_487.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padedge\healthy_squared_edge_513.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padedge\healthy_squared_edge_491.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padedge\healthy_squared_edge_514.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padedge\healthy_squared_edge_489.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_234.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_164.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_235.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_165.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_236.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_166.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_358.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_271.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_359.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_270.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_360.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_272.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_361.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_273.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_362.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_274.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_364.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_275.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_365.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_276.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_367.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_281.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_368.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_280.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_369.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_283.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_370.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_282.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_371.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_284.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_372.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_285.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_373.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_286.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_374.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_287.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_375.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_288.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_376.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_289.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_377.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_290.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_378.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_291.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_380.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_292.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_381.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_294.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_382.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_293.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_383.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_295.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_384.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_298.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_385.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_297.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_386.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_299.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_387.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_300.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_388.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_298.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_389.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_297.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_390.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_299.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_391.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_300.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_406.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_288.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_407.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_290.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_408.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_291.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_409.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_379.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_41.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_329.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_410.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_292.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_411.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_293.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_412.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_294.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_413.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_296.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_414.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_295.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_415.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_297.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_416.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_298.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_417.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_299.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_418.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_298.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_419.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_300.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_42.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_331.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_420.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_299.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_421.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_297.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_422.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_300.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_423.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_393.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_424.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_392.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_425.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_394.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_426.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_395.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_427.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_396.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_428.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_397.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_429.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_398.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_43.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_330.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_430.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_401.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_431.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_400.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_432.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_402.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_433.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_403.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_434.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_404.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_435.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_405.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_44.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_332.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_442.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_313.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_445.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_315.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_446.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_316.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_447.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_317.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_45.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_333.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_46.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_334.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_47.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_336.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_48.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_335.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_49.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_339.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_50.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_338.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_51.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_337.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_52.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_340.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_53.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_341.png
